ImageID,Labels,Caption
27615.jpg,0,a group of people sitting around a wooden table
27618.jpg,0 2 5,a bunch of people on a wet city street with umbrellas
27621.jpg,0 4,a building with two fighter airplanes parked around a roped area
27625.jpg,0,a man swinging a baseball bat on top of a lush green field
27627.jpg,0 17,a woman flying a kite with her dog over a sandy field
27629.jpg,0 2 13 14,a brick clock tower stands in the middle of a colorful flower garden
27631.jpg,0,a man standing next to another man as he puts a wedding ring on his finger
27634.jpg,0 1 2,the end of a scarf next two a woman with luggage
27636.jpg,0,a man holding a frisbee above a crowd of young men
27640.jpg,0 18,an old photo of a man on a horse wearing a hat
27642.jpg,0,a park filled with a lot of people and kites
27643.jpg,0 1 2 3 9,a person sitting on a scooter with a small bag
27645.jpg,7 0,people gather around a long table spread with wires and electronic gadgets
27647.jpg,0,a bunk bed that has three bunks in it
27649.jpg,0 5,a woman standing in front of a bus
27651.jpg,0 14,a woman with a bag and a cell phone
27654.jpg,9 6,a yellow and grey train on tracks beneath a traffic signal
27655.jpg,0,a very small cute girl in a some pretty clothes
27657.jpg,0 2,a young boy standing on a tennis court holding  a racquet
27658.jpg,0,a person in a helmet is wake boarding
27660.jpg,0 12 13,a man walking down the street during the day
27661.jpg,17,a black dog on a red rug and a purple and blue chair
27662.jpg,9 10,a traffic light next to a gated property
27665.jpg,0,a baseball player that has just hit the baseball to outfield
27667.jpg,0 1 2 3,four motorcycles parked around a car on a street
27668.jpg,0 5,a large green bus driving down a street
27670.jpg,2 4,cargo jet sits on tarmac as it is being serviced
27671.jpg,15,a small bird resting on a thin branch
27673.jpg,0,a person in grey sweater doing a trick on skateboard
27674.jpg,0,a young boy holding a white remote with a girl in the background
27676.jpg,0 1 2 7 9 13,a man riding a bike past a parked car
27677.jpg,8,a few boats that are out in the lake
27680.jpg,0,a little child riding a surfboard being towed by a boat
27683.jpg,0,a pizza with tomatoes olives and meat on a plate
27685.jpg,6,a train that is crossing a bridge over water
27686.jpg,13,a white parking meter next to a red brick wall
27687.jpg,0,a man standing on a purple tennis court with two tennis balls and a racket in his hand
27688.jpg,16,a cat is sniffing a pair of sneakers on the floor
27689.jpg,0 2,a large hamburger served on a roll with coleslaw
27692.jpg,0,a professional tennis player swinging her racket towards the ball
27694.jpg,8 0,a couple of people are swimming next to a canoe
27698.jpg,0,sauce in  a pan being putting into baking tins
27700.jpg,2,a room filled with clothing and luggage and two windows
27702.jpg,0,two men are on scaffolding surrounding a clock
27703.jpg,0 18,two women wearing blue shirts and jeans on horses outdoors
27706.jpg,13,a lamp is standing on the curb next to a parking meter
27707.jpg,0,a man swinging a tennis racquet on a tennis court
27708.jpg,0,an elephant plush toy is near the baggage claim
27712.jpg,0,a view of a three story building that is very nice
27713.jpg,0,the woman is playing a video game in the room
27715.jpg,4,some wonderful airplanes are flying in a group
27716.jpg,2 12,a street sign on a street near a light pole
27718.jpg,15,a field of green grass that has five surfboard positioned in a half circle together
27719.jpg,0,a guy doing something with a frisbee out in a field
27722.jpg,0 5,a large double decker bus stopping at a bus stop
27724.jpg,18,a four legged animal standing under the shade of trees
27725.jpg,0,a building with a large brick clock tower sticking out of it
27727.jpg,0 9 5,a group of people cheering as a couple of buses pull up
27729.jpg,0,a man riding a snow board down a snow covered slope
27732.jpg,16,a cat sitting on the floor watching tv
27733.jpg,0 2 3 7 9,a woman on a motor scooter waiting at an intersection
27734.jpg,0 9 2,a city street picture taken through a wet window
27737.jpg,7 0 4,a picture of people disembarking off of a jet airlplane
27738.jpg,0 3,a police officer that is riding a motorcycle
27740.jpg,0 8,a man standing next to a river by an orange canoe
27743.jpg,0,a little girl sitting at a table with pizza near her mouth
27746.jpg,0 3 5,a double decker bus with an open top is full of people in hockey jerseys
27748.jpg,0,a man seated at a  table filled with food
27751.jpg,0,a woman sitting at a table with a plate of food
27754.jpg,16 17,a picture of a sofa that is in a room
27756.jpg,16,a gray fluffy cat sitting on top of a set of books on a book shelf
27757.jpg,0,a table topped with plates and dishes filled with food
27758.jpg,0,a close-up of the bride and groom cutting the cake
27760.jpg,6,a train is moving along a track surrounded by palm trees
27763.jpg,0,a baseball player pulls his arm back to throw the ball
27764.jpg,0,person in a bathroom taking picture of herself
27767.jpg,0,a man in a red shirt and plaid pants sits on a brown couch and holds a little baby
27769.jpg,16,does this cat know how to surf the net?
27770.jpg,0 1 2 7 14,a man with a phone is leaning on a post
27771.jpg,15,some very cute animals cuddling up in the grass
27772.jpg,0,a tennis player prepares to hit a tennis ball during a match
27775.jpg,0,people sitting together while holding onto skiis
27777.jpg,0 2 13,a fruit tree next to a city street
27780.jpg,0 2 3,a person riding a motorcycle with cars in the back ground
27783.jpg,0,the pizza is covered by many different toppings
27784.jpg,8,two boats floating on top of a large river next to a ferris wheel
27785.jpg,12,a stop sign is there to direct traffic
27786.jpg,17 0 1 2,a dog walking in front of an upside down sign
27788.jpg,0 2 3 14 17,a dog is standing while wearing a hat and glasses
27791.jpg,0 1 14,a smeared vision of a bicycle rider and a park bench
27792.jpg,0 8,a boat filled with supplies floating along a canal
27793.jpg,17,a brown and white dog with a stick on some grass
27795.jpg,0 3,the person is riding a dirt bike over a hill
27800.jpg,4,a airplane that is flying in the sky
27801.jpg,0,an elephant is in the water and having some fun
27802.jpg,0,two people flying kites on a slightly cloudy day
27805.jpg,0,a beautiful woman in a bikini standing near a man
27806.jpg,0,a small child is petting a brown cow by a fence
27808.jpg,0,a glass cake stand with a chocolate cake
27810.jpg,0,a woman in red hoodie holding a hotdog in bun
27814.jpg,0 2 3 5 14,people on a motorcycle in front of a bus
27815.jpg,12,a close up of a street sign covered in snow
27816.jpg,7 0,a white truck is next to a red one on a track
27819.jpg,0 1 14,a man sitting on  a park  bench after a bike ride
27820.jpg,0 1 6,people look at the train in the station
27823.jpg,0,a man playing baseball is throwing the ball
27826.jpg,0,a big elephant stands on its two legs
27827.jpg,3,a row of parked motorcycles sitting in front of a park
27828.jpg,0 2 5,a bus and a car in traffic on a street
27831.jpg,0,a group of people sitting around a tv in a living room
27833.jpg,0 9 2 3,a man on the motorcycle is in front of the camera
27834.jpg,2 0 10 5,broken fire hydrant is gushing out water next to a bus
27836.jpg,16,large adult grey cat lying on shelf with computer mouse
27837.jpg,0 9 2 3,a big long line of  motorcycles on a brick road
27840.jpg,15 7 2,a couple of giraffe sitting on top of a lush green field
27841.jpg,0,a man in a suit and wearing a tie
27842.jpg,2 10,a car is parked on the curb by the fire hydrant
27844.jpg,0,a child examines an electronic device on display at a public event
27848.jpg,0 8,a man holding a camera around his neck while sitting in a boat
27852.jpg,7 14,a black truck with a rhinoceros sculpture in the truck bed
27853.jpg,0 18,two people riding horses in a grassy field
27856.jpg,7 0 2,a man is unloading his camping equipment on the grass
27858.jpg,0,a child leaning on a box with two bananas and an orange on top
27859.jpg,0 10 3,a bunch of vases with things sticking out the top
27861.jpg,7 0 2,a woman sitting on top of a chair while holding a smart phone
27863.jpg,0 14,a woman sits on a bench writing on some paper
27865.jpg,0 8,a woman sitting in a blue chair on top of a boat
27869.jpg,0 2 5 7 9 18,two men riding  horses in a city
27870.jpg,0 18,a herd of horses running across an arena
27873.jpg,0 14,there is a man and a woman sitting on a bench the man is on the phone
27874.jpg,16,a black cat laying on top of a bed next to an orange cat
27876.jpg,0,a guy jumping up to hit a tennis ball
27878.jpg,0,this is a man holding a pair of scissors in his hand
27879.jpg,2 14,a tall tower with a clock next to some bushes
27880.jpg,0,a man wearing skis standing on top of a slope
27882.jpg,0 17,a woman kneeling down next to a small black dog
27885.jpg,0,a young child holding a snowboard on top of a snow covered  hillside
27886.jpg,0,a man is holding a wii remote and smiling
27888.jpg,0 3,a motorcycle sits parked next to other motorcycles
27890.jpg,0,a woman with a red scarf and sits at a table holding a wine glass
27893.jpg,0 2 12,an intersection of a city street with a group of people walking
27895.jpg,0,a man flying through the air on top of a skateboard
27896.jpg,15,a white bird on a nest looking aroung
27898.jpg,0,two men on skis are suspended in the air
27900.jpg,0 5,a reflection of a school bus in a side view mirror
27903.jpg,0 14,a baseball player finishes his swing and begins to run
27904.jpg,0,a beach scene with dozens of kites in the sky
27907.jpg,8,a lot of small boats floating on top of a lake
27908.jpg,0,a couple of men standing on top of a sandy beach holding a white frisbee
27910.jpg,0 4,a man that is standing in the dirt with a airplane
27911.jpg,16 0,a hand sitting on an open laptop computer
27916.jpg,8,a large body of water filled with boats
27917.jpg,0 14,a person sitting on a large park bench on green grass
27919.jpg,16 2,two cats laying underneath a car next to it's tire
27921.jpg,0,a skateboarder performing a trick on a rail
27922.jpg,0 2 12,a person with a school bag riding a skateboard in the street
27924.jpg,15,an orange on a branch with a bird holding on to it
27925.jpg,7 0 2,a person is snowboarding down a long pole
27927.jpg,14,a brick house with a lush green lawn
27929.jpg,0,a person picking up a white object  from the ground
27931.jpg,16,a cat sitting on top of the toilet
27932.jpg,7 4,a air plane that has landed on a runway
27934.jpg,0 2 3 13,two people riding motorcycles one sliver one white
27936.jpg,0 2 12,a group of people on a field playing baseball
27937.jpg,0,a lady is taking a bagel out of the oven
27938.jpg,6,a train covered in graffiti parked at a train station
27940.jpg,0,a bunch of kites flying through the air over a beach
27942.jpg,16 0,a cat sitting on a toilet and two other images with a cat in each
27945.jpg,13,a pile of snow that is out by a sign
27946.jpg,0,a group of people skiing on a long road
27949.jpg,0,a person is snow boarding down a snowy mountain
27951.jpg,8 4,a airplane that is sitting on a runway
27952.jpg,0,a group of people standing around each other while holding umbrellas
27954.jpg,0,a boy sitting on a floor next to backpacks suitcase and a jacket
27957.jpg,0,a little boy playing a game on the television
27959.jpg,0,a baseball player swings as the catch and umpire look on
27960.jpg,0,girl brushing teeth in front of sink next to bathtub
27964.jpg,0 17,a group of young people walking along  a beach with a dog
27965.jpg,7 2 12,a dead end street with two buildings at the end
27967.jpg,0,a man wearing multiple neck ties making a goofy face
27968.jpg,9,a traffic light and street sign next to building in rain
27970.jpg,0 5,a large triple decker bus parked next to a field
27971.jpg,17,closeup of a black dog sitting on tiled floor
27974.jpg,0,a table topped with plates topped with plates of food
27975.jpg,6,a train traveling next to a large mountain on top of a bridge
27978.jpg,0 16,there is a man laying in bed with two cats
27979.jpg,0,woman in a costume riding on top of skateboard
27982.jpg,0,a small child is playing in a field
27985.jpg,0,fashionable female professional tennis player during a match
27986.jpg,10,a memorial sits next to a covered fire hydrant
27989.jpg,0,a man wearing a tie that does not match his shirt
27991.jpg,0 16,a woman in black shirt with a cat and laptop on her lap
27994.jpg,0 14,a little girl walking away from a group of older people
27996.jpg,0,a young boy eating food next to a  pile of yellow cloths
27998.jpg,0,a lady is doing the dishes and posing for the camera
28000.jpg,0,a baby brushing it's teeth with a blue and white tooth brush
28003.jpg,0,a male cook standing next to a brick oven
28006.jpg,0,a man in white shirt and shorts playing a game of tennis
28008.jpg,16,a cat laying on a couch in a living room
28009.jpg,18,a small wooden horse sitting on top of a red giant chair
28010.jpg,0,a person on skis heading up a very steep snowy hill
28012.jpg,0,a young woman wearing a white hat in a commercial kitchen chopping lettuce
28013.jpg,14,a table on a balcony with lots of different colored spools of thread
28015.jpg,0 10,a family entering a store with a fire hydrant outside
28018.jpg,0,a mangoing paddle boating crashes into an ocean wave
28019.jpg,8 0,a couple are kissing underneath an umbrella outside
28022.jpg,0 14,a girl holding a frisbee is standing near a body of water
28024.jpg,0,woman playing tennis with another woman behind her
28025.jpg,0,a woman holding a sheet cake with candles in her hands
28026.jpg,16,a cat sitting on top of a bathroom sink
28028.jpg,2 9 10,a brown stone building with blue wood shutters
28030.jpg,16,a cat on a desk sticking its head in a cup
28031.jpg,0,a man jumping in the air on a snowboard
28034.jpg,0,a group of surfers prepare to perform in a turbulent river
28037.jpg,2 12,a one way stop sign is approached at night time
28038.jpg,0,a person holding a tennis racquet in front of a tennis ball
28039.jpg,0,a young man riding a skateboard is jumping in the air
28041.jpg,0 2,two small children are skiing in the snow
28044.jpg,7 0 2,a road that has some  cars on the road
28046.jpg,0 2,two people walking through the snow on a sidewalk under an umbrella
28047.jpg,0 6,a train is traveling down the tracks near the water
28049.jpg,8,a model sailboat in the window next to a kitchen sink
28051.jpg,0,man in blue and black catching a frisbee
28052.jpg,0,a baseball player throwing a ball on the field
28055.jpg,0,a woman holding a nintendo wii controller and smiling
28058.jpg,0,a woman taking a picture of three women
28059.jpg,0 3,a row of motorcycles parked next to each other
28062.jpg,0,a pizza sitting on top of a white counter top
28063.jpg,8,a speed boat docked in the water away from the pier
28065.jpg,7 0 2 5,a bus that is parked in a parking lot
28066.jpg,0 1 2 5,a woman riding a bike in the street and other people walking around
28067.jpg,15,a giraffe shares a habitat with a zebra an ostrich and an okapi
28069.jpg,4,an airplane with a cross on it is flying in the air
28070.jpg,18 0 2,a person that is by some animals in the dirt
28072.jpg,0,a woman cutting a chocolate cake with a knife on a table
28075.jpg,0,a baseball player swinging a baseball bat during a game
28076.jpg,0 3,a parked motorcycle with a young girl sitting on it
28078.jpg,2 10 12,a snow filled street with a stop sign on the corner
28080.jpg,0,a man poses with a stuffed animal mouse
28081.jpg,17,a german shepherd is resting on a bed
28084.jpg,0,plates and bowls filled with food on a table
28085.jpg,3,the green motorcycles is parked on the beach
28087.jpg,0,a girl in a bee costume opening a package
28089.jpg,0 18,a couple of brown horses pulling a wagon down a street
28091.jpg,0,man and woman cutting a white wedding cake
28094.jpg,0,the lady is looking up at the clock on the wall
28095.jpg,0,a boy in a tank top looks away from the wii game he is playing
28098.jpg,0 3,motocross race with 3 bikes crossing a double jump
28100.jpg,9,a red traffic light sitting under a blue sky
28101.jpg,0 14,a baseball batter is running for first base
28103.jpg,0,a man loading a surfboard onto a passenger planes cargo area
28106.jpg,9,a white sign that is on a pole
28107.jpg,0 10,a couple is walking down the street in front of a hydrant
28109.jpg,0,a man smiles as he touches a bunch of bananas
28114.jpg,0,a couple of men sitting on top of a surf board on a beach
28117.jpg,4,a small charter plane flying in the air
28118.jpg,7 0 1,a person rides past on a city street at night
28120.jpg,0 17,a dog laying on the floor near a couch and a person's feet
28121.jpg,0,a man that is standing on a tennis court with a racquet
28124.jpg,0,a person getting his haircut sitting next to a person looking at camera
28125.jpg,0 17,a man plays frisbee near a group of dogs and adults
28127.jpg,7 2 4,the large plane is painted orange blue green and red
28130.jpg,0 14,a group of people walking on a walkway filled with clocks mounted on poles
28132.jpg,0,large giraffe in enclosed area checking out someone with a hat on
28134.jpg,0 6,a train comes down the tracks in front of the building
28136.jpg,0,the man is pitching the baseball during the game
28137.jpg,0,a man standing in front of an elephant hands two children something
28140.jpg,0,a little girl  in a pink shirt eating cereal outside
28142.jpg,6,a red train on the track in between two buildings
28144.jpg,0,a man washing an elephant with a hose
28145.jpg,0,black and white photograph of man and woman with cellphones
28146.jpg,8 1,a marina filled with lots of boats under a blue sky
28149.jpg,0 1,a row of parked bicycles sitting in front of a store
28151.jpg,0,a woman goes to throw a frisbee on an indoor court while a male play stands in front of her
28152.jpg,0 2,a man that is standing in the sand with a surfboard
28156.jpg,0,a lady posing in full skiing gear on the slope
28158.jpg,0,skiers are lined up climbing to the top of the run
28159.jpg,7 0 9 3,a company truck towing a motorcycle bike in the back
28160.jpg,7 15 2,a commercial truck with a rusted cab parked in front of a high rise building
28162.jpg,15,a bird sitting on a porch chair in a yard
28166.jpg,8 6,a train traveling across a bridge over a river
28168.jpg,0,a man holding a tennis racquet on a tennis court
28171.jpg,0,a man in skies on a snowy slope
28173.jpg,0,the reflection of a woman in a bathroom miroor
28174.jpg,0 2 3,a kid on a skate board up in the air
28177.jpg,4,a fighter jet has been suspended above tanks in a museum
28178.jpg,0 2 13 5,a woman on a street grabbing onto a parking meter
28180.jpg,0,a man sitting in front of a microphone at a table
28182.jpg,0,a skateboarder leaps  to clear the bar on a high jump
28183.jpg,0,an asian woman is eating a meal in a restaurant
28185.jpg,8,several boats parked in the water beside a dock
28186.jpg,0,a street scene with a man on a skateboard on the road
28187.jpg,18,a couple of brown horses standing in a field next to a fence
28188.jpg,4,a blue and orange airplane in a cloudy sky
28191.jpg,0,a young man kneeling down on top of a field
28194.jpg,0,a young man riding a snowboard down a snow covered slope
28195.jpg,0,the young boys are skating in the snow
28197.jpg,14,there is a bench that is in the forest with no one on it
28199.jpg,0,a couple of sandwiches are on a white plate
28200.jpg,10 12,a fire hydrant in a grassy curb in a parking lot
28201.jpg,0,a beautiful young woman holding a tennis racquet
28203.jpg,14,a wooden park bench sitting next to a few trees
28204.jpg,16,a black cat is standing on a bookshelf
28205.jpg,0,a young woman talks on her cell phone
28208.jpg,10 0 2 14,a group of young men playing a game of frisbee
28210.jpg,0,a woman talking om the phone as she walks
28212.jpg,0,a boy that is standing in the snow
28215.jpg,0,a little girl with curly hair reclining on pillows
28217.jpg,0,a man in a red shirt holding a smart phone
28218.jpg,0,a lot of lap tips sitting on a desk in a room
28221.jpg,0,a man standing on top of a snow covered path holding a ski
28224.jpg,0,two plates full of breakfast foods are next to cups of coffee
28226.jpg,0,a man wearing a black jacket and a neck tie
28228.jpg,0,a baseball player swings and hits the ball
28229.jpg,0 14,a man wearing a colorful suit smiling at the camera
28231.jpg,16,a cat is lying down looking at an electronic mouse
28232.jpg,0 1,a woman sitting in front of a desktop computer
28235.jpg,0 3,a group of people looking at an old motorcycle
28238.jpg,15,three giraffes are in a field with an ostrich
28240.jpg,0,a group of baseball players standing on a field
28243.jpg,0,a boy looks at his phone screen with his fingers on the buttons
28245.jpg,0,several people stand around while a guy is skateboarding
28247.jpg,9,the signal of the electronic walk sign is showing green
28248.jpg,0,a group of men standing next to each other near microphones
28251.jpg,4,a passenger jumbo jet taxiing at an airport
28254.jpg,14,a pile of potted plants sitting in front of a store front
28255.jpg,0,people flying a kite in a grass covered field next to a forest
28256.jpg,0,a man that is standing in the dirt with a frisbee
28258.jpg,0,a little girl holding a sandwich with her right hand
28262.jpg,0,a pair of scissors are being held behind someone's back
28264.jpg,15 8 0,two groups of people enjoying a boat ride at a lake
28266.jpg,0,a person standing in the snow with some skiis on
28267.jpg,0 1 2,a close up of a person using a cell phone on a street
28268.jpg,12,a stop sign displayed just outside a brick building with harper spray painted on the sign
28270.jpg,8 0,a white and black boat pulling a person on a tube
28272.jpg,15 0 14,a couple of people sitting on a bench in a park
28275.jpg,0,two tennis players congratulate each other after a match
28277.jpg,0,a group of people on teams playing a game of frisbee
28279.jpg,0 12 5,a white bus sitting inside of a parking space
28283.jpg,4,a large jetliner sitting on top of an airport tarmac
28284.jpg,15,some zebras in their pen eating food and a blue and black bird
28285.jpg,7 0 2,two men sitting in a fruit market with big colorful umbrellas
28287.jpg,0 2,several large kites are soaring through the air
28289.jpg,0 2 7 10 12,a man in a safety vest standing next to water hoses
28292.jpg,0,a giraffe standing next to another animal near a wooden building
28293.jpg,0,a person doing a trick on a snowboard over a hill
28295.jpg,0,people sit and wait looking at papers and phones
28297.jpg,0,a person has some sandwiches on their lap
28301.jpg,0 9 2 3,a traffic light indicating that people on bicycles should stop
28302.jpg,2,a dairy queen sign alongside a road with cars going by
28303.jpg,0,a man carrying a surfboard with some waves in the background
28306.jpg,16,a bed room with a dresser a wardrobe and a bed
28307.jpg,0,a young boy on a skateboard is about to go down a ramp at sunset
28309.jpg,0,a group of young people standing next to each other holding racquets
28311.jpg,0 14,a baseball player holding a bat on top of a field
28313.jpg,8,three rowboats that are floating in a body of water
28314.jpg,0,a woman standing near baskets and crates of fruit
28316.jpg,0,a group of men carrying surfboards into the ocean
28317.jpg,0,a person riding a skate board on a skate park
28321.jpg,0 2 12,a young boy doing a trick on a skateboard
28326.jpg,0 2,street sign for the national museum of iceland
28328.jpg,0,people walking around a city plaza at night
28329.jpg,16,a cat and a home computer on a desk
28330.jpg,0 17,a dog doing tricks commanded by a person
28331.jpg,17,a dog laying on its side digging in the sand at a beach
28333.jpg,0 2 3,a girl in a renaissance dress curtsying in front of a motorcycle
28334.jpg,17 2,there are two adult dogs in the back of an suv
28337.jpg,0,three wine imbibing friends pose in a bar
28338.jpg,0,a woman with arms in the air on the beach
28340.jpg,0,a man sitting at an organ sitting on a bench
28341.jpg,15,a bird on the beach with a very long beak eating a fish
28344.jpg,0,a man riding on top of a wave on a board
28347.jpg,0 2 7 9 17,a cute dog hanging out of a car window on a road
28348.jpg,0 14,a man swinging a tennis racquet at a frisbee
28353.jpg,0 17,cross country skier being assisted by two husky dogs
28354.jpg,7 0 4,boarding ladders are attached to the side of a large airliner
28357.jpg,0,a group of men skiing across a ski race track
28358.jpg,0,a young girl posing for a picture wearing a black tie
28362.jpg,0 12,a couple skateboarders riding in a demonstration with many people watching
28363.jpg,4,an airplane is flying in the blue sky
28365.jpg,0,snowboarders strike a pose with a variety of boards
28366.jpg,0,a man on a surfboard who is skidding across the water
28368.jpg,0,a girl on a boogie boards catches a wave in the ocean
28371.jpg,0,a man on a skateboard jumping 3 stairs
28372.jpg,0,a group of people riding skis down a snow covered slope
28375.jpg,0 6,a train moves on one of several pairs of tracks
28376.jpg,8,a stuffed bear is posed looking out over the water
28377.jpg,9,a traffic light sitting by the side of a road
28380.jpg,0,a couple of people wearing eye glasses while sitting on a couch
28382.jpg,0,man and woman standing close together smiling into the camera
28383.jpg,14,flower pots are all arranged in front of a door
28386.jpg,2 3,a motor cycle parked behind a red car on a street
28387.jpg,7 0 2,two children wearing bicycle helmets standing under a clock on a post
28388.jpg,16,a very cluttered bathroom with a cat in the sink
28389.jpg,17 2,a small chihuahua dog sitting in the back seat of a car
28390.jpg,15 12,a large white bird sitting in front of a stop sign
28392.jpg,0 2 3,various types of traffic move along a busy roadway
28393.jpg,8 17 0,a dog stares eagerly while standing at the edge of a boat
28396.jpg,16 1,a cat that is sitting on a bikes basket
28398.jpg,0 17,a man and a dog are laying across a bed both looking bored
28400.jpg,0,a man leaning over a sink with knife covered in brain matter
28403.jpg,0,a man trying to eat his food with a fork
28404.jpg,0,a woman sitting at a table with a plate of food and a glass of water
28406.jpg,0,a man who is making a threatening gesture with a knife
28408.jpg,0 5,a red bus with people walking next to it
28411.jpg,6,this train is leaving the station on rails
28412.jpg,1 18,two brown horses with blonde hair pulling a trailer
28415.jpg,15,two large birds flying over a beach next to water
28416.jpg,0,a man smiling with glasses on adjusting his tie
28418.jpg,12,a black and white photo of a stop sign
28419.jpg,0,a sheared sheep that is somehow colored pink grazing in grass with a large group of people on a bridge nearby
28421.jpg,0 17 3,a car door view of a man on motorcycle
28422.jpg,14,a white bench sits outside a white building
28423.jpg,0,a young lady is on the snow in her ski gear
28424.jpg,8,the old boat is tied to a dock with a rope
28430.jpg,0 17,a dog and his master jogging along the beach
28432.jpg,0,a man standing over a skateboard next to a street
28434.jpg,0,a lady appears to be attempting a magic trick on a male
28435.jpg,16,a cat standing on the edge of the toilet bowl
28438.jpg,0,two surfers ride an ocean wave onto shore
28441.jpg,8 0,a man riding in a boat with vegetables and assorted groceries on board
28443.jpg,0,a woman in a small bikini holding a tennis racket and a tennis ball
28445.jpg,0,a person kite surfs on a windy river
28446.jpg,0,an arrangement of various fruits and vegetables are displayed
28449.jpg,0 3,three people wearing helmets on motorcycles in the street at night
28450.jpg,12,a stop sign that has spikes sticking out of it
28451.jpg,0,a group of kids that are leaning over a table
28453.jpg,0,two giraffes can be seen behind a fence
28455.jpg,18,a horse grazes in a green field in front of the forest
28457.jpg,0,a group of people riding snow sports equipment down a ski slope
28458.jpg,0 17 14,a couple and their dog having a drink at a seaside pub
28462.jpg,18,two horses are grazing near a wooded area
28463.jpg,7 0 9 2,a trash man standing behind a truck next to a pile of garbage
28464.jpg,16 2,a cat on top of a covered car by a house
28465.jpg,0 2,a person sitting on the sidewalk holding an umbrella
28468.jpg,0,a man stands next to two chinese monks sitting in an airport
28470.jpg,0,a person swims alone in a pool at sunset
28472.jpg,0,a large group of bananas that are stacked high
28473.jpg,0 2 14,a young boy holding a white frisbee in his hand
28477.jpg,0,a boy standing in a skateboard park while holding a skateboard
28479.jpg,0,a man surfing a medium wave in the ocean
28481.jpg,0 5,two red double decker buses are driving down a road
28483.jpg,0,a man washes his hands in a barrel beside an outhouse on a wooded trail
28484.jpg,0,baseball batter and catcher waiting for a pitch
28487.jpg,0,a man walking past a fruit stand full of fruit
28488.jpg,15,a blue and gray bird perched on top of a tree
28489.jpg,16 0,a person crossing their legs while a cat walks against a wall
28492.jpg,0 2 12 5,a shuttle bus riding down a street with parked cars
28493.jpg,0 5,a white bus pulling up to a bus stop
28495.jpg,0,a group of people walking on a tiled area dressed in suits and holding umbrellas
28498.jpg,0,a man riding a wave on top of a surfboard
28499.jpg,0,the man decorates the christmas tree in the living room
28501.jpg,18,a horse standing on a beach near the ocean
28502.jpg,0,a man laying on a bed in a room
28505.jpg,0,an image of a guy riding waves on a surfboard
28507.jpg,0 2 5,a bus moving along the road during the day
28509.jpg,8,boats floating in a  harbor next to some houses on a hill
28510.jpg,0,a clock in an old building protected by a fence
28512.jpg,0,a person cutting a decorated cake on a table with a gift bag and glasses around it
28513.jpg,3 12,a group of parked motorcycles sitting on top of a parking lot
28514.jpg,8 0,a mailed postcard of people in a boat being rowed
28516.jpg,0,a beautiful woman sitting at a table with plates and food
28519.jpg,4,an alaska airways jet soars into the sky
28520.jpg,0 2,people on and walking near a tennis court with a lady taking a swing of her racket
28523.jpg,0,the luggage sits on the street in front of a street light buildings a pedestrian man and trees
28524.jpg,7 2,a large herd of cows are packed close together behind a fence
28527.jpg,7 0,a man standing in front of a large military truck
28529.jpg,0,two giraffes are standing in a field and one is near a person
28531.jpg,0,someone is slicing into a fresh pepperoni pizza
28534.jpg,0,a baseball player holding a baseball bat on a baseball field
28536.jpg,0 3,a man in a motorbike moving very fast
28537.jpg,0 14,men are playing a doubles tennis match as people watch
28540.jpg,0,a woman is smiling while holding an umbrella
28542.jpg,0 1 12,a person riding a bike on a city street
28545.jpg,0 5,a bright yellow double-decker bus letting passengers off
28546.jpg,0,a man in white playing tennis with a racket behind him
28548.jpg,0 3,a motorcycle on display in a store with other bike accessories
28550.jpg,8,a couple of boats sitting next to a dock
28552.jpg,16,a cat lazily lying on a laptop on a desk
28553.jpg,0 12,a man holding a stop sign in front of a crowd of children
28556.jpg,15,a bird with a unique black and white beak next to other birds
28557.jpg,0,two people in a kitchen looking at an oven
28558.jpg,0,a person riding their skiboard on top of a stair railing
28561.jpg,0,a woman hitting a tennis ball with a bat
28562.jpg,0,a woman holding out ski poles while on skis
28565.jpg,0,a girl petting an elephant's trunk in an enclosure
28566.jpg,17,the dog is asleep on the bed in the room
28568.jpg,0,a bashed up tv sitting next to a sidewalk
28570.jpg,18 2,harnessed horses on a city street wear horned hats
28571.jpg,10,a white building with a clock on the side
28575.jpg,0,this is a young woman getting ready to hit a tennis ball
28576.jpg,0,a young child that is typing on a laptop
28578.jpg,9,a white multistory building behind a stop light
28580.jpg,0,a kitchen and living room with a dining room table chairs and windows
28581.jpg,0 2 14,a man riding a skateboard through a lush green park
28583.jpg,0,a pizza pie that has been made in  a bbq
28586.jpg,0,two little boys in dress outfits and light green and white neck ties sitting by a fireplace
28588.jpg,0 1 17 14,a doberman dog looking at the camera next to a wooden table with a glass of red wine
28589.jpg,0,a skiier skis down a mountain with trails from other skiiers nearby
28593.jpg,0 3 6,a red cable car is on the tracks by a green and brown mountain
28594.jpg,15,a bird sitting on top of a slab of cement
28596.jpg,16 0,a woman lays in her bed with two cats
28600.jpg,0 9,a crowd of people in a metropolitan area at dusk
28601.jpg,0,a girl eats her lunch at her litte table
28605.jpg,0,a doughnut is on someone's open outstretched hand
28607.jpg,15,two blue headed birds sit on tree branch
28608.jpg,0,a woman with her legs crossed sitting in front of wine
28609.jpg,7 2,a red and white box truck is being unloaded
28611.jpg,16,a cat laying on some clothes inside a suitcase
28612.jpg,0 1 2 14,a man holding a red and black kite on a field
